100000  700000
40682  48540  82
40682  49075  5
40682  37796  57
40682  83462  50
40682  45367  28
40682  49433  9
40682  92493  95
40683  90083  66
40683  14305  5
40683  882  100
40683  20030  49
40683  32841  40
40683  82597  53
40683  56043  60
40684  94712  19
40684  68443  94
40684  59518  58
40684  42217  45
40684  50161  13
40684  18813  78
40684  53044  75
40685  35738  79
40685  7507  29
40685  2410  100
40685  8251  39
40685  92431  78
40685  98988  30
40685  24865  42
40686  64342  4
40686  7837  15
40686  49358  26
40686  9164  21
40686  45941  65
40686  28791  4
40686  80373  9
40687  9473  92
40687  76765  44
40687  29752  38
40687  20928  97
40687  65530  78
40687  64597  95
40687  60028  12
40688  13518  95
40688  79239  51
40688  68053  78
40688  97318  28
40688  14992  99
40688  31414  81
40688  29580  62
40689  18714  3
40689  50350  41
40689  82326  51
40689  92107  50
40689  39141  31
40689  68161  41
40689  64934  14
40690  40652  85
40690  28227  4
40690  79742  86
40690  74700  87
40690  74326  30
40690  255  78
40690  24636  79
40691  79827  44
40691  52300  33
40691  52528  80
40691  99299  90
40691  91555  80
40691  83434  68
40691  64178  17
40692  74677  100
40692  70718  25
40692  21065  9
40692  12856  3
40692  75906  42
40692  54707  77
40692  76568  76
40693  62615  51
40693  29223  87
40693  97503  98
40693  82102  7
40693  20854  50
40693  63373  92
40693  87241  59
40694  18408  85
40694  38731  41
40694  18610  63
40694  18789  4
40694  29891  87
40694  7316  7
40694  83535  79
40695  80078  16
40695  21307  95
40695  6605  39
40695  32991  79
40695  49830  9
40695  51656  55
40695  46516  80
40696  52498  35
40696  56893  93
40696  43699  80
40696  623  76
40696  13055  64
40696  10801  9
40696  61487  70
40697  95280  65
40697  2004  92
40697  14943  30
40697  98789  34
40697  71689  30
40697  44355  91
40697  58362  56
40698  36107  11
40698  8109  11
40698  68624  40
40698  64342  85
40698  64777  55
40698  92487  17
40698  50593  39
40699  76689  91
40699  25994  26
40699  53981  70
40699  56248  80
40699  12686  67
40699  36791  12
40699  52880  54
40700  97452  63
40700  71816  24
40700  96539  88
40700  88459  74
40700  75592  41
40700  48233  27
40700  5625  96
40701  22515  55
40701  40221  30
40701  45227  64
40701  11831  40
40701  79576  93
40701  54706  98
40701  26532  14
40702  39541  41
40702  90814  3
40702  79323  23
40702  35361  13
40702  67553  63
40702  41857  88
40702  13251  33
40703  55301  7
40703  65214  23
40703  62899  28
40703  73227  71
40703  43119  6
40703  56379  20
40703  65793  98
40704  13029  62
40704  15702  45
40704  25549  13
40704  81555  76
40704  22680  19
40704  48989  59
40704  6272  10
40705  99043  69
40705  90762  99
40705  81358  86
40705  89563  62
40705  59169  68
40705  93773  100
40705  37482  6
40706  25502  78
40706  73889  44
40706  22954  19
40706  6143  17
40706  31195  90
40706  83634  96
40706  60722  15
40707  42594  61
40707  91854  54
40707  28587  70
40707  18979  13
40707  67610  62
40707  23854  88
40707  9423  3
40708  37857  21
40708  57334  69
40708  60208  90
40708  53035  67
40708  18827  95
40708  15141  95
40708  45193  43
40709  71159  85
40709  25725  20
40709  22158  100
40709  24967  68
40709  3738  33
40709  50348  6
40709  29762  73
40710  43478  41
40710  6078  9
40710  66676  11
40710  42694  3
40710  62822  50
40710  58533  61
40710  55433  36
40711  26050  100
40711  8145  88
40711  61203  40
40711  27629  96
40711  95255  30
40711  5701  54
40711  71576  37
40712  36368  73
40712  62150  86
40712  721  71
40712  93931  12
40712  9326  56
40712  70125  69
40712  61074  43
40713  49257  39
40713  72848  43
40713  82128  13
40713  39958  9
40713  79313  10
40713  2356  46
40713  70742  89
40714  64858  26
40714  77832  92
40714  40596  45
40714  93113  11
40714  45950  25
40714  85435  66
40714  91974  29
40715  42043  14
40715  42951  49
40715  69144  85
40715  68806  69
40715  66030  72
40715  50799  80
40715  37898  25
40716  32578  18
40716  54398  95
40716  16370  13
40716  4996  42
40716  70683  45
40716  18087  8
40716  72396  79
40717  13170  16
40717  40895  22
40717  699  7
40717  60393  66
40717  29231  48
40717  89780  69
40717  84193  35
40718  11514  33
40718  54066  83
40718  53172  42
40718  86631  61
40718  39032  66
40718  47414  59
40718  96953  34
40719  76688  84
40719  68697  76
40719  69880  19
40719  61531  32
40719  92527  34
40719  3994  17
40719  3895  43
40720  7731  16
40720  95078  62
40720  74039  49
40720  54534  2
40720  74733  8
40720  64313  20
40720  42628  52
40721  62126  34
40721  51796  6
40721  76394  3
40721  97667  2
40721  66823  70
40721  68276  59
40721  86081  83
40722  73481  25
40722  28162  71
40722  63732  45
40722  27519  88
40722  74897  48
40722  98716  84
40722  17235  38
40723  65995  42
40723  8742  91
40723  88666  6
40723  33582  15
40723  43038  24
40723  97151  33
40723  57353  93
40724  80805  88
40724  14624  43
40724  71747  53
40724  23227  77
40724  81162  44
40724  45331  84
40724  54438  50
40725  83460  63
40725  77498  8
40725  89046  79
40725  47014  21
40725  78834  92
40725  20639  2
40725  7263  42
40726  59325  67
40726  31478  51
40726  57593  53
40726  86634  34
40726  76625  74
40726  40997  72
40726  63307  26
40727  35363  81
40727  38968  54
40727  5316  55
40727  59056  14
40727  53555  50
40727  31035  41
40727  71548  52
40728  45066  7
40728  78496  71
40728  20852  81
40728  68131  89
40728  6550  47
40728  86694  70
40728  31915  100
40729  34254  52
40729  40963  9
40729  77492  77
40729  34726  7
40729  73684  3
40729  65593  70
40729  812  91
40730  56687  99
40730  95272  45
40730  49626  90
40730  41887  81
40730  26745  50
40730  79769  59
40730  17838  13
40731  77468  36
40731  93609  57
40731  16382  76
40731  52848  100
40731  52992  100
40731  73568  5
40731  39019  52
40732  86202  38
40732  43797  27
40732  14232  53
40732  51594  58
40732  13385  91
40732  53071  81
40732  60444  27
40733  39268  96
40733  98980  99
40733  63793  5
40733  48626  72
40733  34326  93
40733  18103  74
40733  87112  55
40734  83971  79
40734  74299  40
40734  17139  48
40734  89325  49
40734  25893  43
40734  73272  46
40734  19724  15
40735  24040  79
40735  63121  62
40735  791  33
40735  88895  12
40735  61710  80
40735  63885  66
40735  82665  42
40736  30237  1
40736  54823  27
40736  67452  79
40736  55061  17
40736  52651  18
40736  81747  80
40736  81530  14
40737  59802  5
40737  26493  69
40737  26211  60
40737  23581  100
40737  47882  97
40737  59714  24
40737  5296  27
40738  67541  42
40738  64487  36
40738  77095  46
40738  96604  57
40738  545  30
40738  43500  79
40738  72166  14
40739  1956  1
40739  70001  46
40739  64562  38
40739  24534  80
40739  21504  10
40739  36908  13
40739  97105  20
40740  21644  85
40740  58839  21
40740  60482  9
40740  55210  92
40740  27655  58
40740  42386  36
40740  84284  42
40741  239  18
40741  92131  28
40741  30539  9
40741  65917  43
40741  33111  14
40741  75400  82
40741  72651  93
40742  98733  71
40742  38414  23
40742  7422  33
40742  79451  28
40742  68254  22
40742  27641  64
40742  16022  49
40743  8511  35
40743  2300  1
40743  86167  55
40743  10875  21
40743  31844  63
40743  88894  42
40743  36954  46
40744  43435  95
40744  26026  29
40744  14811  88
40744  99451  42
40744  50205  87
40744  8225  82
40744  90203  74
40745  76316  1
40745  58861  74
40745  8679  69
40745  39160  62
40745  4293  96
40745  83236  81
40745  97620  81
40746  13281  57
40746  8997  25
40746  41222  12
40746  80228  65
40746  85665  90
40746  68285  19
40746  27283  68
40747  93325  100
40747  45490  27
40747  74384  84
40747  64137  43
40747  12955  95
40747  75793  92
40747  29677  29
40748  41057  22
40748  13439  14
40748  44914  64
40748  17889  7
40748  54855  46
40748  35404  85
40748  37734  71
40749  69028  16
40749  87587  21
40749  11034  39
40749  93568  72
40749  72909  26
40749  44475  88
40749  11404  66
40750  53395  96
40750  20078  84
40750  9693  5
40750  77771  50
40750  95026  45
40750  70822  28
40750  2976  35
40751  48408  36
40751  44146  39
40751  45490  12
40751  33942  91
40751  21722  70
40751  61820  61
40751  23513  62
40752  2164  57
40752  90792  32
40752  9426  61
40752  3719  6
40752  65058  10
40752  29297  23
40752  31390  3
40753  10733  41
40753  27080  51
40753  61794  22
40753  29123  66
40753  89406  87
40753  52849  18
40753  36935  14
40754  59886  65
40754  51758  81
40754  92768  42
40754  77041  55
40754  49826  64
40754  6630  55
40754  7395  97
40755  89172  77
40755  58931  99
40755  21355  100
40755  76579  29
40755  28178  49
40755  97488  57
40755  93489  49
40756  64518  10
40756  74692  100
40756  6157  90
40756  24460  26
40756  47103  8
40756  94469  32
40756  15687  45
40757  97110  97
40757  57381  51
40757  53487  90
40757  33730  87
40757  32773  63
40757  53837  46
40757  79547  35
40758  2310  11
40758  31738  54
40758  61985  17
40758  28804  28
40758  19153  13
40758  5695  31
40758  49150  22
40759  98908  21
40759  65801  47
40759  36051  40
40759  12456  67
40759  52890  83
40759  99390  59
40759  83931  37
40760  12423  37
40760  44585  77
40760  11449  70
40760  52271  65
40760  56932  26
40760  68979  5
40760  80284  13
40761  93834  96
40761  95889  54
40761  46171  98
40761  6523  26
40761  40703  64
40761  7451  56
40761  25067  42
40762  87296  68
40762  10459  36
40762  55950  37
40762  56927  40
40762  60475  15
40762  10932  63
40762  15324  51
40763  55555  80
40763  21710  43
40763  81121  83
40763  89098  77
40763  57492  77
40763  91419  47
40763  3272  38
40764  13056  34
40764  42519  8
40764  55346  18
40764  39519  32
40764  20309  65
40764  93819  22
40764  49711  86
40765  2292  98
40765  34023  24
40765  1308  36
40765  61519  50
40765  64174  32
40765  35115  42
40765  3758  89
40766  74881  82
40766  19148  59
40766  28669  35
40766  87228  5
40766  10003  86
40766  65333  66
40766  11557  60
40767  91270  67
40767  30920  93
40767  86857  88
40767  30921  12
40767  15957  73
40767  93971  18
40767  69113  39
40768  95304  47
40768  72705  72
40768  70099  97
40768  70449  81
40768  36883  64
40768  56912  32
40768  19805  30
40769  48913  73
40769  53222  44
40769  66788  65
40769  64060  96
40769  71713  23
40769  10125  26
40769  10619  66
40770  9197  16
40770  65943  59
40770  65437  13
40770  81307  38
40770  37797  96
40770  31962  58
40770  94087  99
40771  39930  48
40771  11623  49
40771  24450  12
40771  48835  22
40771  57159  46
40771  81188  14
40771  51525  31
40772  27156  90
40772  3517  96
40772  865  33
40772  18183  45
40772  75166  87
40772  2553  87
40772  36768  28
40773  34889  20
40773  34118  61
40773  24870  59
40773  72586  4
40773  28982  59
40773  49046  84
40773  67620  91
40774  34421  20
40774  7363  46
40774  20925  69
40774  20895  63
40774  53726  93
40774  33710  21
40774  5396  32
40775  37295  83
40775  80038  8
40775  66349  81
40775  11482  23
40775  5887  53
40775  78435  25
40775  95748  30
40776  21805  54
40776  82547  37
40776  33995  97
40776  60411  16
40776  74529  97
40776  32576  18
40776  59816  50
40777  89881  17
40777  13439  25
40777  49918  91
40777  12059  93
40777  98898  60
40777  36731  38
40777  14385  36
40778  1830  49
40778  26683  12
40778  8063  20
40778  34549  6
40778  87392  11
40778  95209  73
40778  211  49
40779  5922  48
40779  73756  44
40779  34147  44
40779  68001  6
40779  3219  88
40779  85323  24
40779  45033  6
40780  75165  67
40780  41984  51
40780  74175  32
40780  84659  52
40780  62104  99
40780  4850  7
40780  9126  59
40781  40620  36
40781  82532  75
40781  19963  11
40781  12600  41
40781  10275  95
40781  81165  53
40781  64271  39
40782  21417  88
40782  89431  95
40782  55003  67
40782  15684  68
40782  14519  16
40782  65955  58
40782  83852  47
40783  91681  43
40783  15634  78
40783  97835  55
40783  86251  67
40783  91383  83
40783  94958  56
40783  63272  71
40784  81010  71
40784  11409  17
40784  62775  35
40784  42288  16
40784  28664  50
40784  98398  58
40784  4474  5
40785  94314  65
40785  43860  1
40785  81472  9
40785  94882  3
40785  77697  31
40785  40255  63
40785  12581  94
40786  43162  56
40786  79506  50
40786  77926  54
40786  3865  64
40786  44945  51
40786  5302  86
40786  3995  1
40787  65878  59
40787  98150  86
40787  3138  89
40787  43370  76
40787  99625  92
40787  31971  91
40787  70675  15
40788  7679  47
40788  11747  48
40788  52705  88
40788  51254  22
40788  59374  99
40788  2870  90
40788  61988  23
40789  86766  96
40789  21564  28
40789  75774  87
40789  54370  84
40789  52173  31
40789  90879  71
40789  91610  88
40790  20225  67
40790  23532  59
40790  95724  66
40790  68409  91
40790  91873  35
40790  57704  94
40790  92713  85
40791  74913  42
40791  68898  55
40791  68563  20
40791  31159  56
40791  30490  76
40791  16224  81
40791  56530  26
40792  12415  50
40792  79288  20
40792  70931  41
40792  76285  13
40792  83213  10
40792  61933  58
40792  36416  82
40793  14231  66
40793  19373  55
40793  99943  24
40793  19407  95
40793  72935  23
40793  99841  27
40793  28107  84
40794  91767  26
40794  86661  6
40794  86608  40
40794  15593  85
40794  50717  33
40794  98817  53
40794  43246  1
40795  28194  68
40795  99966  18
40795  95534  20
40795  15239  49
40795  42985  60
40795  24043  49
40795  42921  54
40796  52573  26
40796  73571  31
40796  2432  63
40796  34353  10
40796  44753  62
40796  70878  65
40796  93609  10
40797  98468  84
40797  82750  36
40797  13891  79
40797  26921  73
40797  81731  68
40797  22330  89
40797  90260  37
40798  70110  74
40798  99605  84
40798  71795  66
40798  67480  91
40798  65894  23
40798  76390  12
40798  97923  43
40799  79692  78
40799  31489  93
40799  93850  68
40799  83806  56
40799  84949  20
40799  73891  59
40799  24516  62
40800  38168  35
40800  28120  83
40800  80236  30
40800  24626  96
40800  13575  36
40800  13741  25
40800  41356  24
40801  94251  7
40801  85028  74
40801  49721  61
40801  73316  53
40801  12945  76
40801  57561  48
40801  78887  41
40802  46612  61
40802  94671  39
40802  71116  95
40802  3023  43
40802  62705  20
40802  70302  100
40802  58971  21
40803  6915  12
40803  26274  2
40803  4426  38
40803  79397  59
40803  31671  91
40803  11708  85
40803  84999  63
40804  99729  94
40804  54945  85
40804  45278  64
40804  12827  98
40804  76692  60
40804  33569  34
40804  24561  68
40805  79471  82
40805  56716  71
40805  51882  97
40805  19777  79
40805  38410  43
40805  40231  58
40805  62514  4
40806  67100  52
40806  5543  83
40806  44932  15
40806  74651  83
40806  70869  3
40806  95425  53
40806  49199  71
40807  89922  68
40807  66385  70
40807  86672  69
40807  80329  49
40807  916  39
40807  42864  25
40807  22874  23
40808  93835  8
40808  17496  89
40808  24461  62
40808  95425  80
40808  64066  87
40808  57997  20
40808  68145  71
40809  82816  23
40809  6842  20
40809  5053  21
40809  21515  78
40809  72622  4
40809  97250  42
40809  97449  49
40810  38226  51
40810  33592  84
40810  95079  65
40810  70597  5
40810  96835  61
40810  59411  17
40810  70148  46
40811  57348  96
40811  89870  26
40811  90216  93
40811  35825  40
40811  7985  47
40811  58544  24
40811  83753  10
40812  69195  48
40812  54052  63
40812  78596  31
40812  14020  14
40812  84851  6
40812  34113  59
40812  4074  4
40813  27088  83
40813  661  35
40813  36006  17
40813  73011  44
40813  21387  1
40813  90  63
40813  56334  68
40814  67137  76
40814  9718  39
40814  83160  32
